###### NEW LOG SESSION ######
Epoch,Epsilon,Score,Steps,Position,Velocity,
76,0.01,-157.20109111327096,200,-0.13360027695495796,0.00025816620229892,
77,0.01,-138.00931954005185,196,0.5134499176894148,0.02717969157591091,
78,0.01,-167.89743089909265,200,-0.6251779954055252,0.02611373251287021,
79,0.01,-123.32664192013578,178,0.501735793523704,0.010953315215034762,
80,0.01,-82.73482220687225,126,0.5231159986162771,0.04409386926068851,
81,0.01,-120.08465781094303,175,0.5095705282713752,0.010040742277924099,
82,0.01,-90.31114136269862,142,0.5158725441539677,0.02503381135348001,
83,0.01,-83.86989413451266,122,0.530597132326118,0.03395278080273056,
84,0.01,-133.85700545797366,200,0.3969046134127125,0.014386799930148863,
85,0.01,-122.75613198099717,200,-0.059147156042616195,-0.026374317820190885,
86,0.01,-128.55291140719018,195,0.5131089723589456,0.04429516615765349,
87,0.01,-117.5545485987316,174,0.5009993345822703,0.021805441144082123,
88,0.01,-94.70694896842905,137,0.5197409625856181,0.03550483992955891,
89,0.01,-143.88131515763178,199,0.5082225797860473,0.03903724573538951,
90,0.01,-82.25042839951622,125,0.5148817658522018,0.02719295828626923,
91,0.01,-86.59508802255999,136,0.5095760700576943,0.022829483581626005,
92,0.01,-134.10018181264945,200,-0.7310791123387546,-0.057663646373162854,
93,0.01,-86.95315109751373,132,0.5053305216361149,0.02443866285171834,
94,0.01,-99.37878126660165,168,0.5177450946115572,0.044362520117200696,
95,0.01,-161.74549368170943,200,-0.2691066353474653,0.009205103961069798,
96,0.01,-152.02892369527277,200,0.14614053765915133,0.007809744112537882,
97,0.01,-142.63564392409188,198,0.5234730472664634,0.04418306607516074,
98,0.01,-78.06603896843798,116,0.5261947075771695,0.03855512479179019,
99,0.01,-91.33620913325844,137,0.5053831618988901,0.021073006148389747,
100,0.01,-80.40459649971626,122,0.5248895840269037,0.02547369106834075,
101,0.01,-87.99302125348046,133,0.5172700474149405,0.0227868807932267,
102,0.01,-114.61667709994282,200,-1.1598555490482843,-0.04380123891796637,
103,0.01,-115.09482783488959,169,0.5274174525150427,0.028260617428187917,
104,0.01,-90.0062052945516,134,0.5133312150511439,0.03174708051025903,
105,0.01,-120.98630876081633,165,0.5252535191942549,0.026711084498836184,
106,0.01,-157.6157914153957,200,-0.09253258480628886,-0.005659869907924924,
107,0.01,-96.00449079448576,147,0.5135675245168606,0.014485571360679688,
108,0.01,-150.36596984182242,200,-0.40541511470967695,0.0585081674207069,
109,0.01,-158.45308497312044,200,-0.7943119309724707,-0.02954720704175136,
110,0.01,-88.86403704253216,136,0.514185213641629,0.026933744983305287,
111,0.01,-157.92375227620357,200,0.00897844775917988,0.022561620635029526,
112,0.01,-86.6918424750928,127,0.5052965114279286,0.04194036036343431,
113,0.01,-112.14827093032146,171,0.5196774136452702,0.022943364959306996,
114,0.01,-89.2037700507403,140,0.5112103980932181,0.018718547405188527,
115,0.01,-114.21280959498293,172,0.5007074569526501,0.026312455710461858,
116,0.01,-151.96196314036987,200,-0.05298327853545281,0.04262041365009115,
117,0.01,-141.9093632701581,200,-0.5209179697310329,0.055060804532335,
118,0.01,-147.56804519709172,200,-0.8431878950571768,-0.04529888297885516,
119,0.01,-118.18580216701493,175,0.5171375213863957,0.0278614469784333,
120,0.01,-148.36357820157696,200,0.19871542883599455,0.030244033216550892,
121,0.01,-130.10639024263327,200,0.14869204661064847,0.0470171843247182,
122,0.01,-103.1491482864396,170,0.5114382806709673,0.023681414500907296,
123,0.01,-80.70728605313766,130,0.5075289014755496,0.015116246492183618,
124,0.01,-105.00113497702205,162,0.5291269914962575,0.0297581451162292,
125,0.01,-110.9769852711641,200,0.38797049570092274,-0.012526917444090166,
126,0.01,-88.30095652549164,135,0.5110466863844676,0.01898038719811116,
127,0.01,-90.09623023736121,138,0.5036650728556106,0.011573090062517723,
128,0.01,-84.26985075762146,140,0.5078326346919374,0.008371302054116707,
129,0.01,-88.11779289068639,146,0.5005948627423753,0.014105141810346153,
130,0.01,-136.1672220353272,200,0.12928013370622649,0.03754520910147892,
131,0.01,-86.1165481202024,136,0.5158952959255506,0.028500660485871684,
132,0.01,-138.57696858540078,200,-0.22034441020259976,0.05988416221928827,
133,0.01,-128.6293413799575,200,0.034683997685331966,-0.02552323432302134,
134,0.01,-108.31475410842712,200,-0.6794171752479928,0.055784900891172745,
135,0.01,-112.76690863901155,200,-0.44198015892812814,0.058963042778850665,
136,0.01,-95.33149356626814,150,0.5142960361076377,0.01920899935061399,
137,0.01,-160.47815536689578,200,-0.06000602324353721,0.029338582952828204,
138,0.01,-142.00717202910943,200,-0.32924080844974235,0.06143805984446469,
139,0.01,-165.83710516731375,200,-0.36374784818802375,0.01575400321021407,
140,0.01,-79.03204237277104,120,0.5105420031408813,0.011704125286530656,
141,0.01,-114.54189979672435,200,-0.31747540655536405,0.05520790277929328,
142,0.01,-124.48678097668473,200,-0.3681299109006051,0.05729398268022413,
143,0.01,-124.04140386706922,200,-0.549720271397932,0.04657460326403846,
144,0.01,-88.5047856563232,138,0.5227424113152156,0.027192867648308115,
145,0.01,-98.49129183211596,142,0.5145997155958951,0.0180905878903398,
146,0.01,-92.292054047194,141,0.5018567132158271,0.018016821442865653,
147,0.01,-114.13503737911263,160,0.5077997621206873,0.021746103350919914,
148,0.01,-132.86559276263725,200,-0.15630242389277502,0.059483036718235106,
149,0.01,-155.53761767686538,200,0.2640328230469937,0.016625330493885045,
150,0.01,-147.9074617159599,200,0.3411176014713635,0.024089942589034463,
151,0.01,-164.02673462725832,200,-0.6230502630026664,-0.029368137840692712,
152,0.01,-93.74914763079266,134,0.5225132843400248,0.02971218981503093,
153,0.01,-114.6209782850167,200,-1.0453243526030567,0.030480540171064587,
154,0.01,-85.51362310512343,127,0.5219879441051122,0.0469317217794306,
155,0.01,-88.41891054943915,141,0.5056064536684334,0.020997849524900216,
156,0.01,-144.54259770049975,200,0.45705349063628836,0.017427482036354632,
157,0.01,-159.6749610506023,200,-0.30663956801565806,0.045503791580722465,
158,0.01,-161.51577158429478,200,-0.43858149625798337,-0.002014161477483587,
159,0.01,-88.18374193608003,134,0.5077519726963993,0.02117732411163864,
160,0.01,-119.32388900860293,200,-1.0239977778068685,-0.032429827437270305,
161,0.01,-106.82717770306584,182,0.5109037796265337,0.013138494664531366,
162,0.01,-115.8291440183078,177,0.5177678569115018,0.027891612730672,
163,0.01,-134.0617321384062,200,-0.4175012038619067,0.06130174836328725,
164,0.01,-84.29631148846643,132,0.5222702323277882,0.03129413167182107,
165,0.01,-106.30042583158131,200,0.22360187610908172,-0.029140276046120784,
166,0.01,-149.00414577635516,200,0.22091318485318734,0.04192429835618995,
167,0.01,-78.52367103790948,126,0.506307283456357,0.011628375099579053,
168,0.01,-116.94071175731672,200,0.456556062776545,0.01004037600156751,
169,0.01,-85.58267852806193,130,0.5347250056329811,0.03950160186589635,
170,0.01,-94.24689016283538,138,0.5043031994813956,0.02300692542297611,
171,0.01,-85.05614100349322,133,0.5020284149845847,0.014755976629113397,
172,0.01,-139.96051352575182,200,-0.7930653480239388,0.046879501602136914,
173,0.01,-93.18127047165892,157,0.5003517473908987,0.011015399900342495,
174,0.01,-143.7436304469987,200,-0.16646797950183803,0.05136235081781184,
175,0.01,-103.19937906261114,174,0.5007522064990485,0.005152071975877066,
176,0.01,-130.97061310459145,200,-0.8200097553634385,0.035945516355606784,
177,0.01,-160.02425122935193,200,-0.4684891016729716,-0.015570632553042807,
178,0.01,-138.2321450564131,200,0.08753673288689381,0.039477832931733195,
179,0.01,-81.52726780923496,120,0.504405583727038,0.034846103756345406,
180,0.01,-89.20503185314053,131,0.5259919863035376,0.026568337867404854,
181,0.01,-161.48554163504753,200,-0.027427625184456093,0.031217819009744338,
182,0.01,-107.41087954162039,166,0.5139151641345001,0.045578676961080214,
183,0.01,-100.1336503382314,158,0.5039418245094875,0.0072120049585146385,
184,0.01,-132.5732842319955,200,-0.25197763091422537,0.05913246956488182,
185,0.01,-85.2624331009315,125,0.5034208887811342,0.025996932579991992,
186,0.01,-107.7718523103909,170,0.5105963702702769,0.017269917974541065,
187,0.01,-115.81320763845751,200,-0.9653122732786569,0.036885796741492255,
188,0.01,-86.33837286259399,124,0.5254740462881323,0.03154307132912025,
189,0.01,-96.3850216447357,142,0.5009790264927353,0.016656576601819375,
190,0.01,-109.42952512249715,168,0.5360052619833,0.045303088864193375,
191,0.01,-157.61501902804733,200,-0.12833146792704483,0.0006535880671277761,
192,0.01,-99.72153065790599,164,0.5104715740561845,0.01148871444663662,
193,0.01,-132.6351715511507,180,0.5035800845950528,0.04521441899754269,
194,0.01,-95.30736743924733,145,0.5106869746317535,0.032819448219321375,
195,0.01,-95.38308827021201,139,0.5188468062184154,0.024110927802543796,
196,0.01,-94.38087449382563,140,0.5195815482594248,0.025691516971217642,
197,0.01,-76.63324463891047,116,0.505321993196527,0.03990220590056179,
198,0.01,-159.11340503877108,200,-0.31839879045429015,-0.001337198110141737,
199,0.01,-159.44868010262869,200,-0.18287439803769345,-0.004836551960223142,
200,0.01,-83.7354871409758,128,0.5109231987491458,0.030027080336069472,
201,0.01,-107.47785667276412,161,0.5021679955688975,0.006970835827198298,
202,0.01,-89.24096422820345,139,0.5165841303154732,0.01936410149429439,
203,0.01,-108.17201720670634,200,-1.187230996283061,-0.008014290742125039,
204,0.01,-122.0405622478384,172,0.504662073460244,0.030668565109180777,
205,0.01,-106.34390526514747,200,-1.1595365870765562,0.012646922758508965,
206,0.01,-161.81447782342994,200,-0.29719226043882885,0.03677224117443177,
207,0.01,-144.5149520510139,200,0.13862609852276647,0.05303371102122119,
208,0.01,-114.08332683289157,200,-0.858059670120612,0.04648999952006828,
209,0.01,-161.10972133644552,200,-0.6253739717705861,0.029278765212019088,
210,0.01,-147.49763736855573,200,0.30367361432740436,0.0409703034633822,
211,0.01,-111.2111299760066,200,0.17083296566331133,-0.016873395290481197,
212,0.01,-78.60190416757597,120,0.5020584796688481,0.03893230726779041,
213,0.01,-134.80184247780417,200,0.42109805460003796,0.024746677315070464,
214,0.01,-151.669129452938,200,0.341063293571011,0.02010764636752212,
215,0.01,-107.69271371674186,152,0.5160039671012243,0.029141534233374997,
216,0.01,-113.55225440828605,200,-0.9559151213172494,-0.04508044878040935,
217,0.01,-130.60994533345013,179,0.5129016938870042,0.02640733178072941,
218,0.01,-140.28721554590336,196,0.5195855413815398,0.024550860424399357,
219,0.01,-111.17349362375137,170,0.509187696431447,0.04562889121748294,
220,0.01,-148.88771746934157,200,0.06953990254400405,0.05351952756442403,
221,0.01,-122.9418326137328,200,0.32155734877099185,0.04429259324516237,
222,0.01,-101.67981027159652,151,0.5052891726371386,0.011232252717275877,
223,0.01,-118.01382754535828,167,0.5268496580942675,0.04123480774610602,
224,0.01,-163.23642014787828,200,-0.6941858132148827,-0.0046645288262343815,
225,0.01,-166.39024732239722,200,-0.5182749061461889,-0.04936837339779541,
226,0.01,-75.54198975810041,130,0.5040805460795753,0.009659146421899878,
227,0.01,-136.35735258558347,200,-0.42375912032250607,0.06208324439546307,
228,0.01,-80.70169297072916,120,0.5027332033168711,0.02747010236464369,
229,0.01,-131.32960948248532,200,-0.7582481966450757,0.05184191814508129,
230,0.01,-89.87743426927801,139,0.5211537457115122,0.03913309727902963,
231,0.01,-111.98490764862828,168,0.5209411794415001,0.023153457398769242,
232,0.01,-171.83374335140482,200,-0.6425831871387491,0.011974642274578506,
233,0.01,-79.99842646339744,124,0.5285351361981658,0.04266655289274796,
234,0.01,-124.56630968603166,200,0.0675046749154275,0.05147093326840715,
235,0.01,-142.61556522600006,200,0.5095240170691221,0.045551302562487274,
236,0.01,-160.2544647271727,200,0.05333399072689399,0.02948186431010748,
237,0.01,-80.36152932479096,125,0.5064281571074801,0.01082536574205097,
238,0.01,-126.831001027724,200,-0.05376783555686649,0.05596383282317185,
239,0.01,-100.92981173963459,153,0.5063024717523315,0.009999168484211278,
240,0.01,-90.45561198827828,137,0.50328881297718,0.016404188912377785,
241,0.01,-85.35175607701976,129,0.5090733768126218,0.018626771770723173,
242,0.01,-81.46738763409346,125,0.5399975206143622,0.04759381488237619,
243,0.01,-96.47548903435035,139,0.5260679684815385,0.03141940376284325,
244,0.01,-158.82662831060716,200,-0.8254179400856357,0.028663418955379282,
245,0.01,-153.98199406822877,200,0.11479918594324577,0.03994636782531674,
246,0.01,-88.94742317103128,127,0.5145938084391851,0.0278184375502023,
247,0.01,-107.98929487307936,200,-1.1120912333336133,0.02243715436404876,
248,0.01,-161.32672965027726,200,-0.3036344397751526,0.009157168360957667,
249,0.01,-87.92015163108384,131,0.5126546883990789,0.03649653788564174,
