###### NEW LOG SESSION ######
Epsilon 0,Epsilon 1,Reward 0,Reward 1,
1.0,1.0,11
0.8,0.8,-1-1
0.6400000000000001,0.6400000000000001,11
0.5120000000000001,0.5120000000000001,11
0.40960000000000013,0.40960000000000013,1-1
0.32768000000000014,0.32768000000000014,11
0.2621440000000001,0.2621440000000001,-11
0.2097152000000001,0.2097152000000001,11
0.1677721600000001,0.1677721600000001,11
0.13421772800000006,0.13421772800000006,11
0.10737418240000006,0.10737418240000006,11
0.08589934592000005,0.08589934592000005,11
0.06871947673600004,0.06871947673600004,11
0.054975581388800036,0.054975581388800036,11
0.043980465111040035,0.043980465111040035,11
0.03518437208883203,0.03518437208883203,11
0.028147497671065627,0.028147497671065627,11
0.022517998136852502,0.022517998136852502,11
0.018014398509482003,0.018014398509482003,11
0.014411518807585602,0.014411518807585602,11
0.011529215046068483,0.011529215046068483,11
0.009223372036854787,0.009223372036854787,11
0.00737869762948383,0.00737869762948383,11
0.005902958103587064,0.005902958103587064,11
0.004722366482869652,0.004722366482869652,11
0.0037778931862957215,0.0037778931862957215,11
0.0030223145490365774,0.0030223145490365774,11
0.002417851639229262,0.002417851639229262,11
0.0019342813113834097,0.0019342813113834097,11
0.0015474250491067279,0.0015474250491067279,11
0.0012379400392853823,0.0012379400392853823,11
0.0009903520314283058,0.0009903520314283058,11
0.0007922816251426447,0.0007922816251426447,11
0.0006338253001141158,0.0006338253001141158,11
0.0005070602400912927,0.0005070602400912927,11
0.00040564819207303417,0.00040564819207303417,11
0.00032451855365842736,0.00032451855365842736,11
0.0002596148429267419,0.0002596148429267419,11
0.00020769187434139353,0.00020769187434139353,11
0.00016615349947311482,0.00016615349947311482,11
0.00013292279957849188,0.00013292279957849188,11
0.0001063382396627935,0.0001063382396627935,11
8.507059173023481e-05,8.507059173023481e-05,11
6.805647338418785e-05,6.805647338418785e-05,11
5.444517870735028e-05,5.444517870735028e-05,11
4.3556142965880224e-05,4.3556142965880224e-05,11
3.484491437270418e-05,3.484491437270418e-05,11
2.7875931498163346e-05,2.7875931498163346e-05,11
2.2300745198530677e-05,2.2300745198530677e-05,11
1.784059615882454e-05,1.784059615882454e-05,11
